time,stamp_secs,stamp_nsecs,mode
2026/06/04 15:15:54.920649948,0,0,4
2026/06/04 15:15:54.940511643,0,0,4
2026/06/04 15:15:54.960752243,0,0,4
2026/06/04 15:15:54.980696774,0,0,4
2026/06/04 15:15:55.743839,0,0,4
2026/06/04 15:15:55.20736488,0,0,4
2026/06/04 15:15:55.40963056,0,0,4
2026/06/04 15:15:55.60561736,0,0,4
2026/06/04 15:15:55.80748904,0,0,4
2026/06/04 15:15:55.100474640,0,0,4
2026/06/04 15:15:55.121094762,0,0,4
2026/06/04 15:15:55.140853727,0,0,4
2026/06/04 15:15:55.160883927,0,0,4
2026/06/04 15:15:55.180798328,0,0,4
2026/06/04 15:15:55.200678217,0,0,4
2026/06/04 15:15:55.220524958,0,0,4
2026/06/04 15:15:55.240785859,0,0,4
2026/06/04 15:15:55.260715834,0,0,4
2026/06/04 15:15:55.281254186,0,0,4
2026/06/04 15:15:55.300708720,0,0,4
2026/06/04 15:15:55.320860892,0,0,4
2026/06/04 15:15:55.340540286,0,0,4
2026/06/04 15:15:55.360426965,0,0,4
2026/06/04 15:15:55.380648081,0,0,4
2026/06/04 15:15:55.401137889,0,0,4
2026/06/04 15:15:55.421036851,0,0,4
2026/06/04 15:15:55.440972613,0,0,4
2026/06/04 15:15:55.460860494,0,0,4
2026/06/04 15:15:55.480625590,0,0,4
2026/06/04 15:15:55.500530129,0,0,4
2026/06/04 15:15:55.520699785,0,0,4
2026/06/04 15:15:55.540695285,0,0,4
2026/06/04 15:15:55.560893409,0,0,4
2026/06/04 15:15:55.581344235,0,0,4
2026/06/04 15:15:55.600825204,0,0,4
2026/06/04 15:15:55.620858251,0,0,4
2026/06/04 15:15:55.640414480,0,0,4
2026/06/04 15:15:55.660441174,0,0,4
2026/06/04 15:15:55.680828602,0,0,4
2026/06/04 15:15:55.700745922,0,0,4
2026/06/04 15:15:55.720893049,0,0,4
2026/06/04 15:15:55.740680148,0,0,4
2026/06/04 15:15:55.760705496,0,0,4
2026/06/04 15:15:55.780464601,0,0,4
2026/06/04 15:15:55.800495880,0,0,4
2026/06/04 15:15:55.820686033,0,0,4
2026/06/04 15:15:55.840690235,0,0,4
2026/06/04 15:15:55.861449893,0,0,4
2026/06/04 15:15:55.880705791,0,0,4
2026/06/04 15:15:55.900783649,0,0,4
2026/06/04 15:15:55.920681777,0,0,4
2026/06/04 15:15:55.940424891,0,0,4
2026/06/04 15:15:55.960350517,0,0,4
2026/06/04 15:15:55.980607752,0,0,4
2026/06/04 15:15:56.761655,0,0,4
2026/06/04 15:15:56.20560579,0,0,4
