time,selftest,filter_valid,gnss_fix,no_rotation_update_status,representative_motion,clock_bias_estimation,clipflag_acc_x,clipflag_acc_y,clipflag_acc_z,clipflag_gyr_x,clipflag_gyr_y,clipflag_gyr_z,clipflag_mag_x,clipflag_mag_y,clipflag_mag_z,clipping_indication,syncin_marker,syncout_marker,filter_mode,have_gnss_time_pulse,rtk_status
2026/06/04 15:16:52.335999159,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.336419386,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.336731646,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.337013296,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.337355697,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.346469291,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.346744779,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.346992990,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.347252840,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.357532368,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.358037745,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.358480758,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.358911280,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.369401462,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.370066577,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.370714067,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.371368691,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.371893151,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.379212641,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
2026/06/04 15:16:52.379785329,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0
